appid,title_old,rank_old
4408560,Split Happens,2779
1383660,Guinea Pig Parkour®,2780
2993920,Revived House,2782
2002840,Gossamer Matrix,2783
2696550,Aquametsis,2785
3503710,Medieval Horse Dealer Simulator,2788
1826400,CRAVE,2789
1331290,Shattered Soul,2790
3359110,Total Victory: World Conflict 1939-1945,2791
3045520,Sea Sniffers,2793
2079210,It's Always Happy at Chubby's,2794
3058740,Odds Chronicles,2795
2524780,Echo of the Waves,2796
3977280,Forts - Firebird,2797
3578820,SUPER ADVENTURE,2799
2471330,Cathedral: Crow's Curse,2801
2669450,My Child New Beginnings,2802
3150160,Another Pint,2803
741340,Kingdom Workshop,2804
3259000,Crathos Deep,2805
1316440,Lonefarm,2807
4105860,Rising Sun,2808
4425120,Greetings from El Rey,2809
3203340,Nonolith,2810
2679790,Baron,2811
2332150,Frog Island,2812
3484950,AfterQuest,2815
744200,Altiros,2816
1556070,Nihongo Quest,2817
3991970,30 Days in Garage,2819
3983860,Nightwater,2820
2478710,"Football, Tactics & Glory 2",2821
2382810,Dream Channel Zero,2822
4200800,Alice at the End of Her Life,2823
2521800,Boxing Underdog,2827
1580030,Gnomepunk,2828
4349170,Virus Lab,2829
1217180,Fantamon,2830
3091260,Darkbound,2831
2616650,Engraving,2832
1218780,Little Shop of Junk,2833
3450100,Gretel's Honesty,2834
2577730,Golel,2835
1897450,U-Boot: The Board Game - Digital Edition,2836
3254200,Xerxes Shadow,2837
1234990,Pry Into The Void,2838
3628050,Tamara,2839
2994220,Azaran: Islands of the Jinn,2840
3713620,RouteWhom／ルートフーム,2841
3009720,Baltic Folk,2842
2853830,Folder Dungeon,2843
2194090,Subspace Hunter Legacy,2844
2938980,Unfriendly Friend,2845
1601130,Rot In A Porcelain Dream,2846
1699710,The Dream Of A Cockspur,2848
3530380,Bloodbreaker: Labyrinth of the Witch,2849
1580740,SHIBUYA SUSHI MASTER,2850
2844340,Clever Girls,2851
4278150,One Iced Latte: Milk Song,2852
1601320,Leshy,2853
2096450,Troubleshooting,2854
3137450,ROOST,2855
4423270,Takeover 2,2856
2098920,Inter Solar 83,2857
3124600,of the Devil - Episode 3,2858
1737960,(Old steam page),2859
4466790,Puerto Rico Racing: La Fiebre,2860
2364190,METRO PENGUIN EUTOPIA,2861
2351990,Anseion - Fantasy MMORPG,2862
1158600,Sayri: The Beginning,2863
2783830,Cozy Crest,2864
3794520,Rebounder,2865
1778860,Drug Dealer Manager,2866
2337990,Kohlrabi Starship,2867
3531220,MECHBORN,2868
3441510,Egypt,2871
3873720,Unboxing Mr. Coo,2872
1521250,Offroad Delivery Service,2873
4122640,Out To Deliver,2874
3386670,Dr.Mememe want to sleep,2875
3080070,Order: The New Dawn,2876
3226060,DreamEcho,2878
717930,DEADHUNTERS,2879
2960390,Nutty Dungeons,2880
2967220,yan魇: Parasomnia,2881
1094450,Spies & Soldiers,2882
4157430,Diggin,2883
3361950,Inhuman,2885
3761680,Urban Yuri: A Lady's Romance Manifesto,2886
2872600,Colonies of The Remnant,2887
3279600,The Thrill of the Fight 2 Spectator,2888
1298200,Crazy Lemmings,2889
3589910,Voivod: The Nuclear Warrior,2890
3253930,Rhythm Hotel,2891
2784150,The Last Rose,2892
2766910,PengPong,2893
2617870,PSYCHOFINGER,2894
3902800,[HERROR] Gas Station Case,2895
4145350,Alice and the Devil's Prison,2896
2412740,Ascent Quest,2897
2934330,RADIOSOL,2898
1643800,HeartLinks: A Puzzle Called Love,2899
1372650,DAMN!,2900
1651400,Touhou: the Unreachable Oneiroborder,2901
3282420,Zoominoes,2902
2476150,Stickfigurez,2904
2791980,Delivery Driver Service: Prologue,2905
2922250,Baptiste,2906
1434840,Dungeons & Kingdoms: Prologue,2907
1637560,Crawlyard,2908
2953940,Ancient Wars: Sparta HD,2909
2111430,Forgotten house,2910
3205880,CORPSE CARNIVAL,2911
4654270,Idol Manager: Virtual Venture,2912
2315900,Wholesome Monster Girl Academia,2913
3998510,Cyclopean II: The Dreamlands,2914
3646950,Ghost Hunting Journal,2915
1747630,For The Hive,2916
2210240,Hoglands,2917
3371070,You Sure You Wanna Drink This?,2918
1432340,Loveland,2919
3618000,Hordeguard: Winds of the North,2920
3741500,LIMP KNIGHT,2921
3202290,Chess Arena,2922
1742740,Ribby: The Game,2923
2563880,Ghost Hand,2924
4001350,Iron Blight,2925
1250090,Housebreaker,2926
1122160,On Air,2927
3699850,The Devil's Due,2928
772260,NitorInc.: Touhou Microgames!,2931
4110720,Shardpunk 2,2932
3488690,Vision Quench,2933
3484670,Blanksword,2934
3438910,Project RR,2936
1437790,Fields of Fear,2937
1460790,Bartender Simulator,2938
3038700,Nightshift Galaxy,2939
3384570,Planet Party Time,2940
1583020,Bunker Survival,2942
3616280,Mr. Magpie’s Harmless Card Game,2943
3586450,World Tree Ranch: Elven Legacy,2944
2341620,Alpine Lake,2945
3936190,Freshly Folded: Laundry Shop,2946
3742720,Sobakistan: The Land of Dogs,2947
3027810,Touhou Infinite Nocturne,2948
2792540,Anima Keeper,2949
1725410,Talespinner,2950
1985940,Abyss Fantasia,2951
1890310,Rogue Blight,2952
4351810,A Short Quest,2953
1625220,Half-Life: Element 64,2954
1455100,SuperHero,2955
4249850,E-Shop Tycoon,2956
1790350,A Rat's Life: The Cat Conspiracy,2957
3733710,FIRESTARTERS,2958
2337180,I NEED SPACE,2959
2559780,Letter Bunny,2960
3269430,Melted Time,2961
1061210,Trucker's Dynasty - Cuba Libre,2963
719160,Akhenaten: Rule as Pharaoh,2964
3554290,PASS Fortress,2965
4514310,MOOSA: Dirty Fate,2966
2745050,Flow Factory,2967
3574020,Ramen Simulator,2968
3595710,SCOPECREEP,2969
3129790,Pocket Legend : Inventory Roguelike Deckbuilder,2970
2294230,Backrooms: The Project,2971
1737740,Survival Bunker,2972
3151240,Hacking The Moon to Find My Goddess,2973
1679000,ALTERBORN,2974
2567320,The Heirloom,2975
1616720,"Bunker Builder ""Atlantic Wall""",2976
2331340,Tales of Three Kingdoms: The Mortal World,2977
4255580,Mouse X,2978
3273370,A Vampyre Story: A Bat's Tale,2979
3636510,Into A Hearth Yonder,2980
4297840,Rock Bottom,2982
2459560,Paris Transylvania,2983
3677310,Misty Valley: A Cozy Fishing Tale,2984
3532690,Climbing Gym Simulator,2985
3866890,Mona: The Endless Journey,2986
2468430,Frogreign,2987
2707440,Floralis,2988
1530690,Dirty Cop Simulator,2989
700720,Keyboard Sports - Saving QWERTY,2990
3474620,EXONAUTIS,2991
986520,Ultra Strangeness,2992
4267800,Bandit Simulator TD,2993
2509380,Hear My Cult,2994
3440740,Disc Creatures WORLD,2995
1852360,Warpaws,2996
2551590,Section Six Requiem,2997
1953430,DearMyFriend,2998
2823200,Mousebusters,2999
